Rank,Attraction
1,Pilsner Urquell Brewery
2,Zoo Plzen
3,St Bartholomew's Cathedral
4,Plzen Historical Underground
5,Techmania Science Center
6,Republic Square (Namesti Republiky)
7,Great Synagogue
8,Brewery Museum in Pilsen
9,DinoPark Plzen
10,Puppet Museum (Muzeum Loutek)
11,George Patton Memorial Museum
