Rank,Attraction
1,Masters
2,Augusta Canal Discovery Center
3,Riverwalk
4,Augusta Museum of History
5,Savannah Rapids Visitor Center
6,Sacred Heart Cultural Center
7,Phinizy Swamp Nature Park
8,Morris Museum of Art
9,Imperial Theatre
10,Meadow Garden
11,The Boyhood Home of President Woodrow Wilson
12,Magnolia Cemetery
13,Augusta Mall
14,The Most Holy Trinity Catholic Church
15,James Brown Statue
16,Miller Theater
17,The Bell Auditorium
18,Mema Had One
19,Good Earth
20,Georgia Visitor Information Center - Augusta
21,Lucy Craft Laney Museum of Black History
22,Pendleton King Park
23,Signer's Monument
24,Riverwatch Brewery
25,Barnyard Flea Market
26,Gertrude Herbert Institute of Art
27,Confederate Monument - Augusta
28,Lake Olmsted Stadium
29,Reed Creek Nature Park
30,Symphony Orchestra Augusta
