Rank,Attraction
1,Prague Zoo
2,Staromestske namesti
3,Charles Bridge
4,St. Vitus Cathedral
5,Prague Castle
6,Lesser Town
7,Vysehrad National Cultural Monument
8,Gallery of Steel Figures
9,Old Town Hall with Astronomical Clock
10,Lobkowicz Palace
11,Statue of Franz Kafka
