Rank,Attraction
1,Le Bois du Cazier
2,Musée de la Photographie
3,Comédie Centrale de Charleroi
4,Shopping Rive Gauche Charleroi
5,Passage de la Bourse - Charleroi
6,Eglise De St. Christopher
7,La Ruche Theatre
8,Gare de Charleroi-Sud
9,Musée de l'Industrie
10,"Musée du Verre - Charleroi, Marcinelle"
11,Hôtel de Ville (City Hall)
12,BPS22 Musée d'art de la Province de Hainaut
13,Musee des Beaux-Arts de Charleroi
14,Canal Charleroi-Bruxelles
15,Rue Léon Bernus - Charleroi
16,Centre de Culture scientifique de l'ULB
17,Maison Dorée
18,Chapelle Notre Dame de Heigne
19,Pont Roi-Baudouin - Charleroi
20,Belfry
21,Église Saint-Sulpice de Jumet
22,DÔME
23,Charleroi Expo Congrès
24,Espace 8 août 1956
25,Maison Lafleur
26,Eglise Saint Antoine de Padua
27,Eglise Saint Remy
28,"Biennale d'art urbain ""Asphalte"""
29,Théâtre de l'Ancre
30,Le Cabinet de Maitre Hembise (by Charlerooms)
