Rank,Attraction
1,Le Sainctuaire St-Majorique
2,Maison des Arts Desjardins
3,Le Village Quebecois d'Antan
4,Ferme du Bassin
5,Microbrasserie le BockAle
6,Musée National de la Photographie - National Museum of Photography
7,Autodrome Drummond
8,Domaine Trent
9,Club de ski de Fond Saint-Francois
10,Basilique mineure Saint-Frédéric
11,Église St.George
12,Centre de divertissement Laser Force Drummondville
13,Pub le St-Georges
14,Bioterra Spa Sante Urbain
15,D'Arbre en Arbre Drummondville
16,Club de Golf de Drummondville
17,Club de Golf Le Drummond
18,Club de Golf Monty
19,Rose Drummond
20,Bar Cafe o Saint-Fred
21,Club de Golf Hériot
22,Bar Centre Ale Artisan Brasseur inc
23,L'Issue
24,Brasserie Boulevard
25,Vignoble Domaine des 3 fûts
26,Bar Le Tropical
27,Opur Spa
28,DekHockey Drummond
29,Espace 81
30,Galerie d'art Solange Lebel
