Rank,Attraction
1,Jacksonville Zoo & Gardens
2,Catty Shack Ranch Wildlife Sanctuary
3,The Cummer Museum of Art and Gardens
4,Little Talbot Island State Park
5,Big Talbot Island State Park
6,Kathryn Abbey Hanna Park
7,Kingsley Plantation
8,Atlantic Beach
9,St Johns Town Center
10,Museum of Science and History
11,Fort Caroline National Memorial
12,Riverside Arts Market
13,EverBank Field
14,Huguenot Memorial Park
15,Riverside/Avondale Historic District
16,Jacksonville Arboreteum & Gardens
17,Friendship Fountain
18,The Florida Theatre
19,Riverwalk
20,Times-Union Center for the Performing Arts
21,Castaway Island Preserve
22,Jacksonville Veterans Memorial Arena
23,Fort George Island Cultural State Park
24,Memorial Park
25,Jacksonville-Baldwin Rail Trail
26,Bold City Brewery
27,Timucuan Ecological & Historical Preserve
28,Intuition Ale Works
29,Aardwolf Brewing Company
30,Daily's Place
