Rank,Attraction
1,Basilica of the Sagrada Familia
2,Gothic Quarter (Barri Gotic)
3,Casa Batllo
4,Palace of Catalan Music
5,Casa Milà - La Pedrera
6,Camp Nou
7,Mercat de la Boqueria
8,Basílica de Santa Maria del Mar
9,Recinte Modernista de Sant Pau
10,Museu Nacional d'Art de Catalunya - MNAC
11,Barcelona Cathedral
12,The Magic Fountain
13,Parc de Montjuic
14,CosmoCaixa
15,Casa Vicens
16,Passeig de Gracia
17,Palau Güell
18,Parc de la Ciutadella
19,Erotic Museum of Barcelona (Museu de l'Erotica)
20,Joan Miro Foundation
21,El Born
22,Plaça d'Espanya
23,Templo del Sagrado Corazon de Jesus
24,L'Eixample District
25,Parc Guell
26,Museu Picasso
27,Museu d'Historia de Barcelona - MUHBA
28,Plaça Reial
29,Ciutat Vella
30,Palau Dalmases
