Rank,Attraction
1,St Fagans National Museum of History
2,Principality Stadium
3,Cardiff Castle
4,Cardiff Bay
5,National Museum Cardiff
6,Roath Park
7,Wales Millennium Centre
8,Bute Park
9,Castell Coch
10,Cardiff Bay Barrage
11,Techniquest
12,Fforest Fawr
13,Llandaff Cathedral
14,New Theatre
15,Mermaid Quay
16,Insole Court
17,"Rhondda Heritage Park, The Welsh Mining Experience"
18,Parc Cefn Onn
19,Cardiff Boat
20,Cardiff City Stadium
21,Tramshed Cardiff
22,Cardiff Central Market
23,Victoria Park
24,Motorpoint Arena Cardiff
25,Pierhead Building
26,Tinkinswood Burial Chamber
27,Forest Farm Country Park
28,Museum of Cardiff
29,Ianto's Shrine
30,St. Fagans Walk
