Rank,Attraction
1,Playa Samil
2,Parque Monte del Castro
3,Praia do Vao
4,Casco Vello
5,Castro's Fortress
6,Barco Islas Cies - Cruceros Rias Baixas
7,Pazo Quinones de Leon
8,Mercado da Pedra
9,Monumento a los Caballos
10,Calle de Las Ostras
11,Naviera Mar de Ons
12,Praza da Constitucion
13,Monte da Guia
14,Praza Porta do Sol
15,Zoologico de Vigo
16,Senda del Agua
17,Praia da Fontaina
18,Museo do Mar de Galicia
19,Centro Principe
20,Monumento ao Trabalho
21,Colexiata de Santa Maria de Vigo
22,Estadio Municipal de Balaidos
23,Paseo de Alfonso XII
24,Alameda da Praza de Compostela
25,Dinoseto
26,Paseo Fluvial del Rio Lagares
27,Sargadelos
28,Centro Comercial Gran Vía de Vigo
29,Museo de Arte Contemporanea
30,Fundacion Sales
