Rank,Attraction
1,Museum of Soap and History of Dirt
2,Tightrope Walker - sculpture
3,Mill's Island (Wyspa Mlynska)
4,Exploseum
5,Cathedral of St. Martin's and St. Nicholas
6,Old Town
7,Wieza Cisnien - Muzeum Wodociagow
8,Fontanna Potop
9,Bydgoszcz Tourist Information Centre
10,Myslecinek
