Rank,Attraction
1,Catedral De Burgos
2,Museo de la Evolucion Humana
3,Monasterio de las Huelgas
4,Cartuja de Miraflores
5,Historic Center of Burgos
6,Arco de Santa Maria
7,Paseo del Espolon
8,Mirador del Castillo
9,Iglesia de San Nicolas de Bari
10,Castillo de Burgos
11,Parque de la Isla
12,Casa del Cordón
13,Capilla de Los Condestables
14,Plaza Mayor
15,Museo de Burgos
16,Plaza del Mio Cid
17,Iglesias de San Gil y San Nicolas
18,Abbey of Santo Domingo de Silos
19,Iglesia de San Esteban
20,Museo Histórico Militar de Burgos
21,Cascada de las Pisas
22,Eremitorio de Presillas de Bricia
23,Iglesia de Santa Agueda
24,Convento de Santa Clara
25,Hospital del Rey
26,Monumento Natural del Monte Santiago
27,Puente De San Pablo
28,Oficina de Informacion Turistica de Burgos
29,Escalera dorada
30,Cimborrio
