Rank,Attraction
1,Museum De pont
2,Stadsbrouwerij 013
3,Doloris' Meta Maze
4,Schrobbeler
5,Textile Museum
6,Natuurmuseum Brabant
7,LocHal
8,Zoopark The Oliemeulen
9,Theaters Tilburg
10,St. Jozef Kerk
11,Hasselt Chapel
12,Tilburg Tourist Office
13,KraftBier
14,Heikese Kerk
15,Spoorpark
16,Winkelcentrum Heyhoef
17,Stadsbrouwerij Tilburg
18,Piusplein
19,Burgemeester Jansen
20,Goirkese kerk
21,Break Stuff!
22,Helga Deen Garden & Tilburg Synagogue
23,Duvelhok
24,Cultuurfabriek Hall of Fame
25,De oude Warande
26,Kempentoren
27,Emma Winkelpassage
28,Maranatha
29,Pieter Vreedeplein
30,Paradox
