Rank,Attraction
1,Abraham Lincoln Presidential Library and Museum
2,Lincoln Home National Historic Site
3,Lincoln Tomb & War Memorials
4,Dana-Thomas House
5,Illinois State Capitol
6,Old State Capitol State Historic Site
7,Illinois State Museum
8,Washington Park
9,Illinois Governor's Mansion
10,Edwards Place Historic Home
11,Lincoln Memorial Garden
12,The Lincoln Home Visitor Center
13,Henson Robinson Zoo
14,Illinois State Military Museum
15,Camp Butler National Cemetery
16,Ergadoozy Creative Play Center
17,Washington Park Botanical Gardens
18,Knight's Action Park & Caribbean Water Adventure
19,Lincoln-Herndon Law Offices State Historic Site
20,Southwind Park
21,Grand Army of the Republic Memorial Museum
22,Union Station - Lincoln from History to Hollywood
23,Elijah Iles House
24,Great Western Depot
25,Air Combat Museum
26,The BOS Center
27,Rees Memorial Carillon
28,Hoogland Center for the Arts
29,Illinois State Fairgrounds
30,Cathedral of the Immaculate Conception
