Rank,Attraction
1,Legacy Museum
2,National Memorial for Peace and Justice
3,Rosa Parks Library and Museum
4,Dexter Parsonage Museum - Dr. Martin Luther King home
5,Civil Rights Memorial Center
6,Dexter Avenue King Memorial Baptist Church
7,First White House of the Confederacy
8,Montgomery Zoo
9,Hank Williams Memorial - Oakwood Annex Cemetery
10,Alabama Department of Archives and History
11,Montgomery Museum of Fine Arts
12,Alabama Shakespeare Festival
13,Alabama State Capitol
14,Hank Williams Museum
15,The F. Scott and Zelda Fitzgerald Museum
16,Old Alabama Town
17,Freedom Rides Museum
18,Riverfront Park
19,Riverwalk Stadium
20,Rosa Parks Arrest Site
21,Civil Rights Memorial
22,Montgomery Visitors Center
23,Court Square Fountain
24,Wind Creek Montgomery
25,Wynton M. Blount Cultural Park
26,Alabama Safari Park
27,Equal Justice Initiative
28,Montgomery Biscuits
29,Montgomery Performing Arts Centre
30,Eastbrook Flea Market and Antique Mall
