Rank,Attraction
1,Billy Graham Library
2,Freedom Park
3,NASCAR Hall of Fame
4,Discovery Place Science
5,BB&T Ballpark
6,The Bank of America Stadium
7,Levine Museum of the New South
8,Carowinds
9,Hendrick Motorsports Complex
10,Mint Museum Uptown
11,Spectrum Center
12,Charlotte By The Lake Realtors
13,SouthPark
14,Belk Theater at Blumenthal Performing Arts Center
15,Romare Bearden Park
16,Little Sugar Creek Greenway
17,McDowell Nature Center and Preserve
18,Charlotte Douglas Airport Overlook
19,Wells Fargo Museum
20,Fourth Ward
21,Old Mecklenburg Brewery
22,Charlotte Premium Outlets
23,PNC Music Pavilion
24,Historic Rosedale
25,Wing Haven
26,Bechtler Museum of Modern Art
27,ImaginOn: The Joe & Joan Martin Center
28,Ovens Auditorium
29,Charlotte Convention Center
30,Metalmorphosis
