Rank,Attraction
1,Yaroslavl Embankment
2,Vvedenskiy Tolga Convent
3,Strelka Fountains
4,Yaroslavl Zoo
5,Private Museum Music and Time
6,The Church of Ilya the Prophet
7,Show-Maket Golden Ring
8,St. John the Baptist Church
9,Yaroslavl Art Museum
10,Monument to Bear
11,Yaroslavl Architectural Historical and Art Museum Preserve
12,Monument to Afonya And Plasterer Kolya
13,Einstein's Entertaining Sciences Museum
14,Spassky (St Saviour) Monastery
15,Valentina Tereshkova Planetarium
16,The Governor's Garden Museum
17,Ferris Wheel Zolotoe Koltso
18,My Lovely Teddy Bear Private Museum
19,The Russian State Academic Drama Theater
20,Cathedral of the Assumption
21,Park of the 1000 Anniversary of Yaroslavl
22,Museum named after Vadim Orlov
23,Pavilion on Volga's harbour
24,Kilometre Zero of Golden Ring
25,Cat Sculpture
26,Kazansky Monastery
27,Transfiguration Cathedral
28,Epiphany Church
29,Amusement PArk pn Damansk Island
30,Metropolitan Chambers Museum of Old Russian Art
