Rank,Attraction
1,Old Market Square
2,Croissant Museum
3,Park Cytadela
4,Palmiarnia Poznanska (Palmenhaus Poznan)
5,Malta Lake
6,Stary Browar
7,Parish Church of St. Stanislaus (Fara Church)
8,Brama Poznania
9,Poznan Cathedral of St. Peter and Paul
10,Poznan Botanical Gardens
