Rank,Attraction
1,Dolmabahce Palace
2,Kaleici
3,Anitkabir
4,Kemeralti Market
5,Kleopatra Beach
6,Saklikent Milli Parki
7,Marmaris Marina
8,Bursa Teleferik
9,Castle of St. Peter
10,Goreme National Park
11,Adaland
12,Hagia Sophia
13,Alanya Teleferik
14,Temple of Apollo
15,Koprulu Kanyon Milli Parki
16,Mevlana Müzesi
