Rank,Attraction
1,Arthur's Seat
2,Royal Yacht Britannia
3,National Museum of Scotland
4,Edinburgh Old Town
5,Edinburgh Castle
6,Camera Obscura and World of Illusions
7,Palace of Holyroodhouse
8,Royal Mile
9,The Scotch Whisky Experience
10,Calton Hill
11,The Royal Edinburgh Military Tattoo
12,Inchcolm Abbey and Island
13,Forth Road Bridge
14,Royal Botanic Garden Edinburgh
15,Hopetoun House
16,Edinburgh Gin Distillery
17,The Real Mary King's Close
18,Dean Village
19,Midhope Castle
20,Princes Street Gardens
21,Holyrood Park
22,Pickering's Gin Distillery
23,Scottish National Gallery
24,Dundas Castle
25,St Giles' Cathedral
26,Queensferry Crossing
27,Grassmarket
28,Dynamic Earth
29,Surgeons' Hall Museums
30,Scottish National Portrait Gallery
