Rank,Attraction
1,The Dresden Zwinger
2,Green Vault
3,Frauenkirche Dresden
4,Gemäldegalerie Alte Meister
5,Semper Opera House (Semperoper)
6,Royal Palace (Residenzschloss)
7,Panometer Dresden
8,Kunsthofpassage
9,Procession of Princes
10,Schloss & Park Pillnitz
11,Dresden Christmas Market
12,Bruehlsche Terrasse
13,Katholische Hofkirche
14,Museum of Military History
15,Albertinum
16,The Royal Porcelain Collection
17,Neumarkt
18,Zoo Dresden
19,Transport Museum Dresden
20,Deutsches Hygiene-Museum
21,Theaterplatz
22,Schwebebahn
23,Old Market Square (Altmarkt)
24,Canaletto Blick
25,Neustadt
26,Grosser Garten Dresden
27,Elbufer
28,The DVB
29,Schlossplatz
30,Staatliche Kunstsammlungen Dresden (Dresden Art Galleries)
