Rank,Attraction
1,Lake Geneva
2,CERN
3,Jet d'Eau
4,Bains des Paquis
5,Cathédrale de Saint-Pierre
6,International Red Cross and Red Crescent Museum
7,Monument National
8,Palais des Nations
9,Museum of Natural History (Museum d'Histoire naturelle)
10,Patek Philippe Museum
11,Jardin Botanique - Villa le Chene
12,Plage de Port-Choiseul
13,Jardin Botanique Alpin de Meyrin
14,Broken Chair Sculpture
15,Chapel of the Maccabees
16,Parc La Grange
17,Musée D'Art Et D'Histoire
18,Parc Animalier Pierre Challandes
19,Parc Des Bastions
20,Palexpo
21,The Flower Clock
22,MEG Musée d’ethnographie de Genève
23,Maison Tavel
24,Le Jardin Anglais
25,Manor Genève
26,Place Bourg du Four
27,Musée Ariana
28,Eglise Russe
29,Pointe de la Jonction
30,Archeological Site at St. Pierre's Cathedral
