Rank,Attraction
1,Old City Riga (Vecriga)
2,Jurmala Beach
3,Dzintari Forest Park
4,Kemeri National Park
5,Turaida Castle
6,Riga Motormuseum
7,"Bobsleigh, Sigulda"
8,Northern Forts
9,Central Market (Centraltirgus)
10,Karosta Prison
11,Daugavpils Mark Rothko Art Centre
12,Jomas Street
13,Old Sigulda Castle
14,House of the Black Heads
15,Ventspils Beach
16,KGB Building
17,Jurmalas Park
