Rank,Attraction
1,Palace of Culture
2,Palas Iasi
3,Botanic Garden
4,Iasi Historical Town
5,Palas Mall
6,Monastery of the Three Holy Hierarchs
7,Copou Parc
8,Teatrul National Vasile Alecsandri
9,Metropolitan Cathedral
10,Golia Monastery
