Rank,Attraction
1,USS LST Ship Memorial
2,Bosse Field
3,Mesker Park Zoo & Botanic Garden
4,Tropicana Evansville Casino
5,"Evansville Museum of Arts, History & Science"
6,Willard Library
7,Children's Museum of Evansville
8,Wesselman Woods Nature Center
9,Reitz Home Museum
10,Angel Mounds State Historic Site
11,The Eastland Mall
12,Burdette Park
13,Evansville Wartime Museum
14,Bluegrass Fish and Wildlife Aera
15,Evansville African American Museum
16,Evansville Convention & Visitors Bureau
17,Garvin Park
18,Evansville Auditorium & Convention Center
19,Old Evansville Courthouse
20,Washington Square Mall
21,St Paul's Lutheran Church
22,Victory Theater
23,Evansville Philharmonic Orchestra
24,Evansville Brewhouse
25,Winzerwald Winery
26,The Rumjahn Gallery and Framery
27,Myriad Brewing Company
28,Little Creek Winery
29,Old National Events Plaza
30,Breakout Games - Evansville
