Rank,Attraction
1,St. Alexander Nevski Cathedral
2,Action Aquapark
3,Sea Garden
4,Vitosha Mountain
5,Old Nessebar
6,Method Snow School
7,Historical Park
8,Hotel International Casino
9,Vihren
10,Ski Bansko
11,Plovdiv Old Town
12,The Retro Museum In Varna
13,Sozopol Old Town
14,Bansko Ski Mania
15,Pirin Street
16,Nirvana Beach
17,Strandzha National Park
18,Sea Garden
19,Aquapolis
20,Stone Forest
21,Borovets Ski Resort
22,Wine tasting Messembria
23,Cathedral of the Assumption of the Virgin
24,Saint Nikolas Russian Church (Tsurkva Sveta Nikolai)
25,Holy Trinity Church
26,Aladzha Monastery
27,Vitosha Boulevard
28,Varna Archaeological Museum
29,Tsarevets
30,Rila Monastery
