Rank,Attraction
1,Santuario di Madonna di San Luca
2,Piazza Maggiore
3,Le Due Torri Torre degli Asinell
4,Basilica - Santuario di Santo Stefano
5,Archiginnasio di Bologna
6,Teatro Anatomico
7,Basilica di San Petronio
8,Portico di San Luca
9,Quadrilatero
10,Basilica di San Domenico
11,Torre Prendiparte
12,Museo di Palazzo Poggi
13,La Macchina del Tempo
14,Chiesa di Santa Maria della Vita
15,Mast
16,Mercato di Mezzo
17,Pinacoteca Nazionale di Bologna
18,Biblioteca Salaborsa
19,Via dell'Indipendenza
20,Cattedrale di San Pietro
21,Fontana del Nettuno
22,Museo per la Memoria di Ustica
23,Museo Civico Archeologico
24,Certosa di Bologna
25,Compianto sul Cristo Morto
26,Complesso Monumentale San Michele In Bosco
27,Palazzo Comunale
28,Piazza Santo Stefano
29,La Terrazza Panoramica
30,Casa Isolani
