Rank,Attraction
1,Muzeum Wsi Radomskiej
2,JumpWorld #Radom
3,Zeromskiego Street
4,Jacek Malczewski Museum
5,Cathedral of Holy Virgin Mary
6,Bernardine Monastery and Church
7,Miasto Kazimierzowskie
8,Galeria Sloneczna
9,Statue of Jan Kochanowski
10,Resursa Obywatelska
11,Garrison Church
12,Church of St John the Baptist
13,Railway station Radom
14,The Royal Castle in Radom
