Rank,Attraction
1,Alcazaba
2,Museo Automovilistico y de la Moda
3,Mercado Central de Atarazanas
4,Malaga Cathedral
5,Puerto de Malaga
6,Castillo de Gibralfaro
7,Museo Picasso Malaga
8,Museo del Vidrio y Cristal de Malaga
9,La Calle Larios
10,Museo Carmen Thyssen Malaga
11,Jardin Botanico Historico La Concepcion
12,Museo de Malaga
13,Parque de Malaga
14,Santuario de la Victoria
15,Mirador del Gibralfaro
16,Coleccion del Museo Ruso
17,Centre Pompidou Malaga
18,Plaza de la Merced
19,Plaza de la Constitucion
20,Teatro Romano
21,Museo Interactivo de la Musica Malaga
22,Playa de La Malagueta
23,Malaga Feria
24,Palmeral de las Sorpresas
25,Museum of the imagination
26,Teatro Cervantes
27,Estadio La Rosaleda
28,Plaza del Obispo de Malaga
29,Malaga Aeronautical Museum
30,Iglesia de Los Martires
