Rank,Attraction
1,Ljubljana Old Town
2,Triple Bridge (Tromostovje)
3,Tivoli Park
4,Preseren Square
5,Union Experience
6,Cathedral of St. Nicholas (Stolnica Sv. Nikolaja)
7,River Ljubljanica Kanal
8,Dragon Bridge (Zmajski Most)
9,House of Illusions
10,Central Market
11,The Ljubljana Castle
