Rank,Attraction
1,Riverside Park - Centre of the City
2,Monte Creek Ranch Winery
3,Kamloops Wildlife Park
4,McArthur Island Park
5,Privato Vineyard and Winery
6,Kenna Cartwright Park
7,McLure Ferry
8,Kamloops Rivers Trail
9,Secwepemc Museum & Heritage Park
10,Harper's Trail
11,Sagewood Winery
12,Tourism Kamloops Visitor Centre
13,Paul Lake Provincial Park
14,Cascades Casino Kamloops
15,Pioneer Park and Beach
16,Peterson Creek Park
17,Lac du Bois Grasslands Protected Area
18,Harper Mountain Ski and Snowboard Hill
19,Kamloops Scenic Outlook
20,"North Kamloops Library, Thompson-Nicola Regional Library"
21,BIG Little Science Centre
22,Chances
23,Aberdeen Mall
24,Cliffside Climbing Gym
25,Kamloops Museum and Archives
26,Mission Flats
27,"Kamloops Library, Thompson-Nicola Regional Library"
28,Lil' Monkey's Treehouse Indoor Playground
29,The Old Courthouse Cultural Centre
30,Tranquille Farm Fresh
