Rank,Attraction
1,Ripley's Aquarium of Canada
2,Toronto Island Park
3,CN Tower
4,St. Lawrence Market
5,Royal Ontario Museum
6,Hockey Hall of Fame
7,"The AGO, Art Gallery of Ontario"
8,Distillery Historic District
9,Casa Loma
10,High Park
11,Steam Whistle Brewery
12,Rogers Centre
13,CF Toronto Eaton Centre
14,Bata Shoe Museum
15,Edwards Gardens
16,Ed Mirvish Theatre
17,Royal Alexandra Theatre
18,Allan Gardens Conservatory
19,Scarborough Bluffs
20,University of Toronto
21,Toronto Islands Ferries
22,Aga Khan Museum
23,Princess of Wales Theatre
24,Queen Street
25,Harbourfront Centre
26,Kensington Market
27,Toronto Zoo
28,Toronto Public Library
29,The Elgin & Winter Garden Theatre Centre
30,Scotiabank Arena
