Rank,Attraction
1,USS Midway Museum
2,La Jolla Cove
3,San Diego Zoo
4,Mt. Soledad National Veterans Memorial
5,Balboa Park
6,La Jolla Shores Park
7,Torrey Pines Gliderport
8,Children's Pool
9,Sunset Cliffs Natural Park
10,Birch Aquarium at Scripps
11,La Jolla Caves
12,Petco Park
13,Windansea Beach
14,San Diego Factory Outlet Center
15,Torrey Pines State Natural Reserve
16,Cabrillo National Monument
17,San Diego California Temple - The Church of Jesus Christ of Latter-day Saints
18,Coronado Bridge
19,Ellen Browning Scripps Park
20,Salk Institute
21,Point Loma
22,Little Italy
23,University of California San Diego
24,Old Town San Diego
25,Girard Avenue and Prospect Street
26,Mission Beach
27,Maritime Museum of San Diego
28,Shell Beach Tide Pools
29,Pacific Beach
30,Ho Chi Minh Trail
