Rank,Attraction
1,Riverview Park and Zoo
2,Peterborough Lift Lock
3,The Canadian Canoe Museum
4,Whetung Ojibwa Art and Crafts Gallery
5,Indian River Reptile Zoo
6,Jackson Park
7,Beavermead Park
8,Showplace Performance Centre
9,Publican House Brewery
10,Peterborough Musicfest
11,Del Crary Park
12,Peterborough Farmers's Market
13,Peterborough Museum and Archives
14,Black's Distillery
15,Hutchison House Museum
16,Kawartha Downs and Speedway
17,Art Gallery of Peterborough
18,Peterborough-Lakefield Rotary Greenway Trail
19,Rogers Cove
20,Lansdowne Place Mall
21,Peterborough Theatre Guild
22,Peterborough Millennium Park
23,Cathedral Church of St. Peter-in-Chains
24,Nicholls Oval Park
25,Rock & Rope Climbing Centre
26,Wild Water & WHeels
27,Harold Town Conservation Area
28,Trent University Wildlife Sanctuary
29,Smithavens Brewing Company
30,Jackson Creek Kiwanis Trail
