Rank,Attraction
1,Branicki Palace
2,Cathedral Basilica of the Assumption of the Blessed Virgin Mary
3,Kosciuszko Market Square
4,Akcent ZOO
5,Opera i Filharmonia Podlaska
6,St Nicholas Greek Orthodox Church
7,Holy Spirit East Orthodox Church
8,Hagia Sophia Orthodox Church
9,Park Planty
10,Museum of the History of Medicine and Pharmacy
11,Parafia Rzymskokatolicka Sw. Rocha
12,The Grand Synagogue Memorial
13,Podlachia Museum
14,History museum
15,Sybir Memorial Museum
