Rank,Attraction
1,Sri Kamadchi Ampal Tempel
2,Tierpark Hamm
3,Kurpark
4,Schloss Oberwerries
5,Waldbuehne Heessen
6,Maximare
7,Gut Kump
8,Allee-Center Hamm
9,Baudenkmal Hauptbahnhof
10,Marktplatz
11,Pauluskirche
12,Haus Vorschulze
13,Stadtbüchereien Hamm - Zentralbibliothek
14,Ringanlagen
15,gustav lubcke Museum
16,Haus Stuniken
17,''Insel''  Verkehr & Touristik
18,Burghügel Mark
19,Der Ostring - Ein Gartendenkmal
20,Der Glaselefant
21,St. Annen-Kapelle
22,Pfarrkirche St. Jacobus
23,Schloß Heessen
24,Kissinger Hoehe
25,Pfarrkirche St. Agnes
26,Ev. Pfarrkirche St. Victor
27,Maximilianpark
28,Escape City Hamm
29,Haus Reck
30,VI-Dance
