Rank,Attraction
1,Fram Museum
2,Viking Ship Museum
3,Norsk Folkemuseum
4,Vigeland Park
5,The Norwegian National Opera & Ballet
6,Oslo Fjord
7,Holmenkollen Ski Museum
8,Kon-Tiki Museum
9,Frogner Park
10,Vigeland Museum
11,Sognsvann Lake
12,Aker Brygge
13,Bygdoy Peninsula
14,Akershus Castle and Fortress (Akershus Slott og Festning)
15,Astrup Fearnley Museet
16,Oslo City Hall
17,Oslomarka
18,Ekebergparken
19,The Royal Palace
20,Botanical Gardens (Botanisk Hage og Museum)
21,Karl Johans gate
22,Norges Hjemmefrontmuseum
23,Drobak
24,Korketrekkeren
25,Nobel Peace Center
26,HIMKOK Storgata Destilleri
27,Hovedoya
28,Akerselva River
29,Nordmarka
30,Oslo Visitor Centre
