Rank,Attraction
1,The Belgrade Fortress
2,Knez Mihailova
3,Kalemegdan Park and Belgrade Fortress
4,Ada Ciganlija
5,Skadarlija
6,St. Sava Temple
7,Museum of Illusions
8,Avala Tower
9,Danube River
10,Josip Broz Tito Mausoleum
11,National Museum Belgrade
12,Red Star Belgrade Stadium - Marakana
13,Zemunski kej
14,Belgrad Military Museum
15,Church of the Holy Mother of God
16,The National Assembly
17,Residence of Princess Ljubica (Konak Kneginje Ljubice
18,Crkva Svetog Marka
