Rank,Attraction
1,Fort McHenry National Monument and Historic Shrine
2,Fell's Point
3,Ocean City Beach
4,Seneca Creek State Park
5,U.S. Naval Academy
6,Oriole Park at Camden Yards
7,National Aquarium
8,Sagamore Spirit Distillery
9,Ocean City Boardwalk
10,The Walters Art Museum
11,C&O Canal Towpath
12,American Visionary Art Museum
13,Historic Downtown Frederick
14,Annapolis Historic District
15,Chesapeake Bay Maritime Museum
16,Northside Park
17,Chesapeake Bay
18,The Awakening Sculpture
19,Great Allegheny Passage
20,Lake Kittamaqundi
21,Pennsylvania Dutch Market
22,Baltimore Museum of Art
23,Chesapeake Beach Railway Trail
24,Rock Creek Regional Park
25,Inner Harbor
26,Kent Island
27,Lake Needwood
28,Rockville Town Square
29,National Harbor
30,Western Maryland Scenic Railroad
