Rank,Attraction
1,Playa de San Lorenzo
2,Laboral Ciudad de la Cultura
3,Jardin Botanico Atlantico
4,Mirador parque de La Providencia
5,Santa Catalina Headland (Cerro de Santa Catalina)
6,Acuario de Gijon
7,Barrio de Cimadevilla
8,Monumento a la Madre del emigrante
9,Museo del Ferrocarril
10,Senda el Rinconin-La Ñora
11,Termas Romanas de Campo Valdes
12,Muséu del Pueblu d'Asturies
13,Elogio Del Horizonte
14,Fundacion Museo Evaristo Valle
15,Playa de Estano
16,Letras Gijon
17,Basilica Del Sagrado Corazon
18,Plaza Mayor
19,Parroquia San Pedro
20,Estadio El Molinón
21,Museo Casa Natal de Jovellanos
22,Senda Poniente-El Rinconin
23,Jardines de Begona
24,Ciudadela de Celestino Solar
25,Palacio de Revillagigedo
26,Via Verde la Camocha
27,Playa de Poniente
28,Villa Romana de Veranes
29,Rastro
30,Teatro Jovellanos
