Rank,Attraction
1,Boise River Greenbelt
2,Coeur d'Alene Lake
3,Hiawatha Mountain Bike Trail
4,Snake River Greenbelt
5,Shoshone Falls
6,Idaho Falls River Walk
7,Middle Fork of the Salmon River
8,World Center For Birds of Prey
9,Seven Stars Alpaca Ranch
10,Old Idaho Penitentiary
11,Payette Lake
12,Museum of Clean
13,Silverwood Theme Park
14,Tubbs Hill Nature Trails
15,The Village at Meridian
16,Idaho Falls Zoo at Tautphaus Park
17,Harriman State Park
18,Yellowstone Bear World
19,Hells Canyon National Recreation Area
20,Farragut State Park
21,Schweitzer Mountain Resort
22,Sandpoint City Beach
23,Lava Hot Springs
24,Warhawk Air Museum
25,Hell's Half Acre
26,Henry's Lake State Park
27,Perrine Bridge
28,Giant Eagle Waterfall Nest
29,Snake River Canyon Trail
30,Sun Valley Resort
