Rank,Attraction
1,Battleship USS ALABAMA
2,GulfQuest - National Maritime Museum of the Gulf of Mexico
3,Mobile Carnival Museum
4,Cathedral of the Immaculate Conception
5,History Museum of Mobile
6,Dauphin Street
7,Mobile Bay
8,Crescent Theater
9,Richards DAR House Museum
10,Conde-Charlotte Museum
11,Bragg-Mitchell Mansion
12,Gulf Coast Exploreum Science Center
13,Historic Oakleigh House
14,The Fort of Colonial Mobile
15,Hank Aaron Stadium
16,Mobile Botanical Gardens
17,Magnolia Cemetery
18,Bienville Square
19,Mobile Museum of Art
20,Medal of Honor Park
21,Serda Brewery
22,Middle Bay Lighthouse
23,Church Street Historic District
24,Mardi Gras Park
25,Chickasabogue Park Alabama
26,Environmental Studies Center
27,Oakleigh Historic District
28,Flea Market Mobile
29,Arthur R. Outlaw Convention Center
30,Ladd-Peebles Stadium
