Rank,Attraction
1,Bateria de Castillitos
2,Playa de Calblanque
3,Museo Del Teatro Romano
4,Experiencia 43
5,Calle Mayor
6,Barrio del Foro Romano
7,Bateria de las Cenizas
8,Museo Naval
9,Museo Nacional de Arqueologia Subacuatica
10,El Zulo
11,Punic Wall
12,Museo Historico Militar de Cartagena
13,Palacio Consistorial
14,Casa de la Fortuna
15,Cala Cortina
16,Yacht Port Cartagena
17,Castillo de la Concepción
18,La Manga Club
19,Playas de La Azohia
20,Museo-Refugio De La Guerra Civil
21,Cristo de los Buzos
22,Faro de Navidad
23,Playa El Portus
24,Espacio Mediterraneo Centro Comercial y de Ocio
25,Ascensor Panorámico
26,El Parque Torres
27,Plaza del Ayuntamiento
28,Mirador del Roldan
29,Museo Arqueologico Municipal
30,Plaza de San Francisco
