Rank,Attraction
1,St Elizabeth's Cathedral (Dóm Svätej Alzbety)
2,Kosice  Historical Centre
3,Singing fountain
4,Zoo Kosice
5,Mikluš Prison
6,Immaculata
7,State Theatre Kosice
8,Aupark Košice
9,Jakabov Palác
10,Vyhliadkova Veza Hradova
11,DinoPark Košice
12,Tabacka Kulturfabrik
13,Botanical Garden
14,Kosice Region Tourist Information Point
15,Kaplnka svätého Michala
16,St. Urban’s Tower
17,East Slovak Museum in Kosice
18,Slovak Technical Museum Kosice
19,Mestsky Park
20,Kosice Children´s Historic Railway
21,Geyser of Herl'any
22,Historical Town Hall
