Rank,Attraction
1,Bryant Denny Stadium
2,Paul W. Bryant Museum
3,Tuscaloosa Amphitheater
4,Tuscaloosa Riverwalk
5,Mercedes-Benz US International Visitor Center/Museum
6,Capitol park
7,Children's Hands-On Museum of Tuscaloosa
8,Bryant Museum
9,Lake Nicol
10,Tuscaloosa Federal Building and U.S. Courthouse
11,The Tuscaloosa Farmers' Market
12,Battle-Friedman House
13,Coleman Coliseum
14,Jemison-Van de Graaff Mansion
15,The Old Tavern Museum
16,Murphy-Collins House & African-American Museum
17,Mildred Westervelt Warner Transportation Museum
18,Alabama Museum of Natural History
19,Will May Dog Park
20,Bama Theater
21,Monnish Park
22,Escape Tuscaloosa
23,R&R Cigars
24,Five-Bar Tuscaloosa
25,Spa Belle La Vie
26,Breakout
27,Druid City Brewing Company
28,Haunted Tuscaloosa Tours
29,Joyride Tuscaloosa
30,Catch 22
