Rank,Attraction
1,Park of Kirov
2,National Museum of The Komi Republic
3,Memorial Eternal Glory
4,Pozharnaya Kalancha
5,Monument to the Letter Ö
6,National Gallery of The Komi Republic
7,Holy Cathedral Stefanovsky
8,Monument to Labor Glory
9,Teatralnaya Square
