Rank,Attraction
1,Krakow's Rynek Glowny Central Square
2,Kazmierz The Former Jewish District
3,St Mary's Basilica
4,Stare Miasto
5,Wawel Royal Castle
6,Lost Souls Alley
7,HistoryLand
8,Wawel Cathedral
9,Muzeum Krakowa - Rynek Podziemny
10,Krakow Pinball Museum
11,Polish Aviation Museum
